Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Reported Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,Covered Emissions (MT CO2e),CCA Status,Georeferenced Location
Matheson - Anacortes,2014,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Linde Gas North America LLC,Anacortes,Skagit,Northwest Clean Air Agency,53751,0,53751,0,0,0,0,0,0,,2,"48.467646, -122.554343",,,POINT (-122.554343 48.467646)
"SEI Fuel Services, Inc.",2023,Supplier,Other Fuel Supplier,424710,Petroleum Bulk Stations and Terminals,7-Eleven Inc,Irving,Dallas,,364510,22558,335742,503,5706,0,0,0,0,,,,341952,Covered Entity,
Kiva United Energy - San Joaquin,2023,Supplier,Other Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Kiva United Energy,Manteca,San Joaquin,,38040,0,37888,45,108,0,0,0,0,,,,26683,Covered Entity,
Puget Sound Energy - Mint Farm Generating Station - Longview,2019,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,759455,0,758684,352,419,0,0,0,0,,3,"46.140095, -122.985138",,,POINT (-122.985138 46.140095)
"Gas Transmission Northwest Compressor Station 6, LLC - Rosalia",2016,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,TransCanada Northern Border Inc.,Rosalia,Whitman,Spokane Regional Clean Air Agency,112620,0,86647,25925,49,0,0,0,0,,3,"47.277256, -117.406737",,,POINT (-117.406737 47.277256)
University of Washington Seattle Campus - Seattle,2018,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Seattle,King,Puget Sound Clean Air Agency,92022,0,91926,44,52,0,0,0,0,,2,"47.653614, -122.303608",,,POINT (-122.303608 47.653614)
Mutual Materials Mica Brick Plant - Spokane,2022,Minerals,Other Minerals,327120,Clay Building Material and Refractories Manufacturing,Mutual Materials Co.,Spokane,Spokane,Spokane Regional Clean Air Agency,8672,0,8664,4,5,0,0,0,0,,1,"47.55833, -117.2117",,,POINT (-117.2117 47.55833)
Puget Sound Energy LDC Supplier - Bellevue,2015,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,PUGET HOLDINGS LLC,Bellevue,King,,4938673,0,4933577,2325,2771,0,0,0,0,,,,,,
Frito Lay - Vancouver,2014,Food Production,Other Food Products,311919,Other Snack Food Manufacturing,PepsiCo Inc,Vancouver,Clark,Southwest Clean Air Agency,16325,0,16308,8,9,0,0,0,0,,1,"45.657037, -122.692",,,POINT (-122.692 45.657037)
Puget Sound Energy - Sumas Generating Station - Sumas,2019,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Sumas,Whatcom,Northwest Clean Air Agency,227714,0,227483,106,126,0,0,0,0,,3,"48.9905, -122.2733",,,POINT (-122.2733 48.9905)
"Boise Cascade Wood Products, LLC.  Kettle Falls Plywood - Kettle Falls",2016,Wood Products,Other Wood Products,321219,Reconstituted Wood Product Manufacturing,Boise Cascade Company,Kettle Falls,Stevens,Ecology: Eastern Regional Office,73564,70714,1903,137,810,0,0,0,0,,2,"48.613175, -118.116106",,,POINT (-118.116106 48.613175)
"Boise Cascade Wood Products, LLC.  Kettle Falls Plywood - Kettle Falls",2014,Wood Products,Other Wood Products,321219,Reconstituted Wood Product Manufacturing,Boise Cascade Company,Kettle Falls,Stevens,Ecology: Eastern Regional Office,71069,68040,2118,132,779,0,0,0,0,,2,"48.613175, -118.116106",,,POINT (-118.116106 48.613175)
Xpress Natural Gas: SATSOP,2022,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,Xpress Natural Gas,Elma,Grays Harbor,,51008,0,50956,24,29,0,0,0,0,,,,,,
Puget Sound Energy - Fredonia Generating Station - Mount Vernon,2018,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Mount Vernon,Skagit,Northwest Clean Air Agency,101465,0,101359,48,59,0,0,0,0,,3,"48.4553, -122.435",,,POINT (-122.435 48.4553)
City of Enumclaw Gas Utility - supplier,2020,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,City of Enumclaw,Enumclaw,King,,23653,0,23629,11,13,0,0,0,0,,,,,,
Lamb Weston - Connell,2014,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,38810,0,38770,18,22,0,0,0,0,,2,"46.651389, -118.871944",,,POINT (-118.871944 46.651389)
Northwest Pipeline Roosevelt C/S - Bickleton,2014,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Bickleton,Klickitat,Ecology: Central Regional Office,10856,0,7973,2879,4,0,0,0,0,,1,"45.849504, -120.08083",,,POINT (-120.08083 45.849504)
"Analog Devices, Inc. - Camas",2012,Manufacturing,Electronics Industry,334413,Semiconductor and Related Device Manufacturing,Linear Technology Corporation,Camas,Clark,Southwest Clean Air Agency,23649,0,1787,1,1110,1029,16947,2729,46,,1,"45.598844, -122.45232",,,POINT (-122.45232 45.598844)
"Nucor Steel Seattle, Inc, - Seattle",2019,Metals,Iron and Steel Production,331110,Iron and Steel Mills and Ferroalloy Manufacturing,Nucor Corporation,Seattle,King,Puget Sound Clean Air Agency,85248,0,85210,17,21,0,0,0,0,,2,"47.569331, -122.367332",,,POINT (-122.367332 47.569331)
McKinley Paper Co. - Washington Mill - Port Angeles,2014,Pulp and Paper,Other Pulp and Paper,322121,Paper (except Newsprint) Mills,McKinley Paper Co.,Port Angeles,Clallam,Olympic Region Clean Air Agency,148223,139332,2696,4595,1600,0,0,0,0,,3,"48.134623, -123.467524",,,POINT (-123.467524 48.134623)
"Horse Heaven Cattle Feeders, Inc. - Sunnyside",2013,Livestock,Cattle Feedlots,112112,Cattle Feedlots,"Horse Heaven Cattle Feeders, Inc.",Sunnyside,Yakima,Yakima Regional Clean Air Agency,9410,0,0,595,8815,0,0,0,0,,1,"46.284622, -120.019668",,,POINT (-120.019668 46.284622)
LANXESS Corporation - Kalama,2023,Chemicals,Other Chemicals,325199,All Other Basic Organic Chemical Manufacturing,Emerald Performance Materials LLC,Kalama,Cowlitz,Southwest Clean Air Agency,60120,0,60058,28,34,0,0,0,0,,2,"46.02191, -122.85698",60120,Covered Entity,POINT (-122.85698 46.02191)
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley",2020,Metals,Other Metals,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",Kaiser Aluminum Corp.,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,106233,0,106123,50,60,0,0,0,0,,3,"47.687074, -117.212673",,,POINT (-117.212673 47.687074)
Sonoco Products - Sumner,2013,Pulp and Paper,Other Pulp and Paper,322130,Paperboard Mills,Sonoco Products Company,Sumner,Pierce,Puget Sound Clean Air Agency,10384,0,10374,5,6,0,0,0,0,,1,"47.210641, -122.239474",,,POINT (-122.239474 47.210641)
Port Angeles Hardwood LLC - Port Angeles,2013,Wood Products,Lumber Mills,321113,Sawmills,Port Angeles Hardwood LLC,Port Angeles,Clallam,Olympic Region Clean Air Agency,23730,23417,0,45,268,0,0,0,0,,1,"48.100872, -123.485745",,,POINT (-123.485745 48.100872)
Avista Corporation - supplier,2022,Supplier,Natural Gas Supplier,,,Avista Corporation,Spokane,Spokane,,1198025,0,1196789,564,672,0,0,0,0,,,,,,
MIECO Inc.,2023,Supplier,Other Fuel Supplier,324110,Petroleum Refineries,MARUBENI AMERICA CORP,Long Beach,Los Angeles,,24260,1595,22223,36,406,0,0,0,0,,,,,Reporter,
Seaport Sound Terminal LLC - Tacoma,2022,Supplier,Other Fuel Supplier,,,"ArcLight Energy Partners Fund VI, L.P.",Tacoma,Pierce,,492916,43311,442435,601,6569,0,0,0,0,,,,,,
Shell Energy North America US LP,2023,Power,Marketer,221122,Electric Power Distribution,"Shell USA, Inc.",San Diego,San Diego,,332095,,,,,,,,,,,,105777,Covered Entity,
Basic American Foods - Moses Lake,2018,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,25458,0,25432,12,14,0,0,0,0,,2,"47.075183, -119.220408",,,POINT (-119.220408 47.075183)
"WestRock CP, LLC - Tacoma",2023,Pulp and Paper,Kraft Mills,322130,Paperboard Mills,Westrock Corp.,Tacoma,Pierce,Ecology: Industrial Section,681798,563024,115229,654,2891,0,0,0,0,,3,"47.260953, -122.421765",118774,Covered Entity,POINT (-122.421765 47.260953)
Northwest Pipeline C/S - Sumas,2021,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Sumas,Whatcom,Northwest Clean Air Agency,90233,0,86329,3856,49,0,0,0,0,,2,"49.001, -122.2214",,,POINT (-122.2214 49.001)
Boulder Park Generating Station - Spokane Valley,2017,Power Plants,"Other Power, Heating, or Cooling Plants",221112,Fossil Fuel Electric Power Generation,Avista Corp.,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,13286,0,13272,6,7,0,0,0,0,,1,"47.696999, -117.147223",,,POINT (-117.147223 47.696999)
Northwest Pipeline C/S - Chehalis,2016,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Chehalis,Lewis,Southwest Clean Air Agency,27923,0,26184,1725,15,0,0,0,0,,2,"46.533325, -122.87373",,,POINT (-122.87373 46.533325)
LRI Landfill - Graham,2018,Waste,Landfills,562212,Solid Waste Landfill,Waste Connections Inc.,Graham,Pierce,Puget Sound Clean Air Agency,181556,0,0,181556,0,0,0,0,0,,3,"46.972405, -122.292799",,,POINT (-122.292799 46.972405)
Ascensus Specialties LLC - Elma,2018,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,VSI Holdings LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,21916,0,21893,10,12,0,0,0,0,,1,"46.995459, -123.382316",,,POINT (-123.382316 46.995459)
Musket Corporation - Houston,2022,Supplier,Other Fuel Supplier,457120,Other Gasoline Stations,Love s Travel Stop,Houston,Harris,,17864,417,17376,14,57,0,0,0,0,,,,,,
